100,0,0,100,0,upload://IMPORT_Contact_1-0
200,0,0,100,0,upload://IMPORT_Contact_1-1
300,0,0,100,0,upload://IMPORT_Contact_1-2
400,0,0,100,0,upload://IMPORT_Contact_1-3
500,0,0,100,0,upload://IMPORT_Contact_1-4
